UserNick,comment_time,content,auctionSku
浣***控,2020-04-12 17:18:38,整体评价：还不错，就是去驿站拿的时候，箱子开了╮(￣▽￣&quot;&quot;)╭不过三包都在里面就还好，客服处理也很及时，赞👍 胀包问题：没有 包装品质：这包装好看，小清新风格，我喜欢 口感味道：配料不少，味道也够，我个人是挺喜欢的，就是三包太少了&hellip;&hellip;等了那么久才到的，都不舍得吃太快 新鲜度：上个月17号生产的，够新鲜的,口味:螺蛳粉3袋装
身***7,2020-04-12 12:44:46,李子柒风靡海内外 一直没有尝过她家的产品 2月份果断下单李子柒家螺蛳粉 却迟迟没有发货 疫情期间宅在家 每日翘首盼望 不停刷新包裹有没有揽收 物资匮乏的时候 想的出奇 做梦都是在大口嗦粉  前些日子 螺蛳粉还一举冲上了热搜 成为必须打卡的网红食品 盼望着 盼望着&nbsp; 终于在三月的最后一天 小焦收到了快递打来的电话 快来与小焦一起嗦粉吧  没有浪得虚名，超级好吃 无法用言语表达了，就一个字香！ 对得起我两个月的期待 比米线的确有特色很多 不吃辣的小伙伴谨慎放里面的油包 最大的特色是那包笋,口味:螺蛳粉3袋装
1***c,2020-04-05 13:51:41,整体评价：没想到一份的量这么足！配菜真的是目前吃过量最多的啦，特别是炸腐竹！ 口感味道：比预期的超出很高啦，螺肉熬制出来的高汤味道很浓郁，总体来说味道不错哦～ 我个人比较喜欢吃更酸一点的，就又放了些醋，完全没有失去它的鲜美 包装品质：配菜包都很好撕开，就是最外面的包装感觉有些廉价...,口味:螺蛳粉3袋装
左***6,2020-04-04 14:14:30,整体评价：还不错。感觉是比较清淡的那种螺蛳粉。我个人蛮喜欢。但若是喜欢那种口味特别重的那种人还是别选择。 胀包问题：无这样的问题。 包装品质：包装很好 干净卫生。 口感味道：好吃。我个人觉得很好吃。这种东西一个人一个口味。 新鲜度：日期很新鲜。 陪着自制的绿茶一起吃喝。完美啊。,口味:螺蛳粉3袋装
翎***2,2020-04-06 13:18:36,【李子柒螺蛳粉】 前段时间全网的螺蛳粉全部断货 预售足足等了一个月才收到 还好不负期待[胜利]  [糖果]外观： 包装袋是黄色 比较有特色 [糖果]配料： 里面含有腐竹 粉 汤包 花生 菜包 油包 醋包  [调皮]口味： 好吃！吃它！虽然吃一次螺蛳粉满屋子都是臭味 但是吃起来真的很满足 有点偏辣 重口 但是个人很喜欢 腐竹和花生真的超级好吃 这两样可以在煮熟后再放入口感会更好  [调皮]吃法： 先将粉煮熟捞出 然后下入汤包和配菜煮熟，将粉放入 煮熟后根据自己需要放入辣椒油 盛出即可食用 【tips】减脂期间可以自己额外多放点青菜 汤里面比较重油重盐所以尽量不要喝 [糖果]价格 活动时购买29 三袋,口味:螺蛳粉3袋装
t***4,2020-04-04 20:34:36,味道很好，赠了一个鼠标垫，非常满意，爱了,口味:螺蛳粉3袋装
玉***号,2020-04-02 22:38:42,妈耶，李子柒小姐姐家的螺蛳粉也太好吃了吧！本人螺蛳粉小白，第一次吃螺蛳粉便爱上了这臭臭的味道，吃完后进厨房闻到臭味直流口水（这句话听上去怪怪的）但是没吃过这味道的人很难想象啊！排队排了一个月！总算是把我的馋虫给安抚下去了，会回购！售后什么的也都很好，包装很精致啦，还送了一个鼠标垫，很好看呐，就怕我学习的时候看见鼠标垫都流口水（太不争气了）最后，日期很新鲜，口味蛮适合大众口味的！第一次介么认真，我太爱了❤️,口味:螺蛳粉3袋装
哼***妹,2020-04-12 16:02:33,不容易呀，等了好久好久好久终于到货了。到货就煮了一包，很奶思很奶思，很大一包，包装看起来很好看构图很有风格就让人很有食欲，同时买了还有好欢螺的，不过子柒家的先到了，好吃的，吃第一口没有惊艳越吃越觉得味道很好👌最后一口汤都喝干净了，不错的，料包也足，爱了爱了，就是等好久好久哇,口味:螺蛳粉3袋装
d***6,2020-04-10 15:51:15,等了一个月终于发货了  口感味道：米粉比起螺霸王和柳江人家略微细一点点，其他没吃出什么不一样，辣椒油好像没那么辣，汤头有点点甜味 包装品质：包装也很好，没什么破损 整体评价：整体还不错的一款螺蛳粉，值得等这么多天,口味:螺蛳粉3袋装
夏***3,2020-04-11 11:12:28,整体评价：首先发货很准时，40天发货，收到后外包装很漂亮，很大包，打开来，粉的份量不多，但是配料的份量真的很多，自己在想，难道粉比配料还贵吗？，老板不亏吗？接下来说说味道，按照说明做的，先冷水下锅煮粉，水开后煮8分钟，换水煮后加入料包，这个汤包真的很浓郁，味道很好，粉很爽滑，辣椒不敢全部倒，怕很辣，喜欢辣的朋友可以全部倒进去，估计很爽！ 胀包问题：没有胀包问题 包装品质：包装很漂亮，很高大上 口感味道：味道很浓郁，粉条很爽滑 新鲜度：很新鲜哦,口味:螺蛳粉3袋装
j***福,2020-04-13 15:33:56,终于等到你，迫不及待开一碗  包装抢眼好文艺范儿。料包满满 分量也可以 一人份吃好饱，色泽饱满味道浓郁 跟外面吃没什么两样 最主要方便 很有食欲,口味:螺蛳粉3袋装
马***6,2020-03-31 20:54:27,包装品质：挺好，正好码着放的  口感味道：不怎么臭，很鲜 送了那个好像是鼠标垫。 整体评价：会回购的,口味:螺蛳粉3袋装
大***梦,2020-04-12 23:52:34,包装品质：直观感受-很大份！！包装挺上档次。 胀包问题：无胀包漏包现象。 口感味道：超级美味！！！酸笋（重点味道）很浓郁，也很脆；汤包螺蛳味道鲜美；腐竹花生米很喜欢，腐竹泡起来很吸味儿，花生米超酥脆；小菜，醋包也不错；特别是辣椒油，超级香，而且辣度十足，吸溜吸溜的，美滋滋！！！ 整体评价：看到微博上的视频开始对李子柒这个人有所了解，每一帧都很唯美的感觉，不过后来好像还是有些黑料？！（不太清楚），但是好的事情始终看在眼里吧，还是想试试她的这个螺蛳粉，果然很给力，奈斯，继续加油吧~也希望可以出一些简单点儿懒人菜谱视频😄，对我们懒人就更友好啦&hellip;嘻嘻。,口味:螺蛳粉3袋装
邦***曼,2020-04-09 19:40:02,整体评价：特别好 对比了好欢螺 李子柒的花生颗粒更饱满 其他配菜质量也更高 胀包问题：没有 包装品质：非常好 如果能更环保一点就更好了 口感味道：非常棒！堪比北京&ldquo;水平有限&rdquo;了 新鲜度：非常新鲜！！,口味:螺蛳粉3袋装
t***0,2020-04-09 23:39:43,主要是量大料足，**节买的，直播间有赠送活动买的很划算，还送了精美的礼品大号鼠标垫。谢谢哈。李子柒家螺蛳粉名气大，就想尝尝有多好吃，不知道是不是我没放辣椒油的原因，吃起来没有想象香味。,口味:螺蛳粉3袋装
k***朔,2020-04-12 17:30:07,第一次正儿八经吃螺蛳粉，都说螺蛳粉闻着臭吃着香，不知道自己能不能接受那个味道，在网上挑了好久，看了各种不同品牌的测评，最后鼓足了勇气还是选择了李子柒。一大早上就煮了一包，打开笋包闻着有点臭，下锅以后完全没有了，想要初次尝试的大家绝对可以接受。很好吃，特别满意！（还送了一个鼠标垫，谢谢啦）,口味:螺蛳粉3袋装
雪***亮,2020-04-10 12:18:39,好大一包，各种配料超级全，买回来就迫不及待尝了尝，还是第一次买李子柒的螺蛳粉，真是不错，味道超好，有点臭但是真的好吃啊，赞👍会回购。 胀包问题：完全没有，包装超好 新鲜度：够新鲜 口感味道：吃起来太香啦，汤都想多喝一点,口味:螺蛳粉3袋装
s***丹,2020-04-11 21:43:06,口感味道：粉质细腻Q弹、汤很鲜&hellip;美味😋￼ 整体评价：✨✨✨✨✨五星，不亏我等了两个月 胀包问题：无胀包哟！花生包也是满满哒😉  包装品质：颜值爆棚🤩,口味:螺蛳粉3袋装
m***4,2020-04-08 15:05:25,柒姐家的这个螺蛳粉是不是太好吃了我i了i了！！😭说实话这是第一次吃螺蛳粉，但完全没有觉得酸笋的味道太冲。汤底浓郁好喝，凉水煮过的粉还是蛮劲道的，腐竹超香！不吃辣星人不放辣椒油就可以吃得很开心！,口味:螺蛳粉3袋装
拈***1,2020-04-12 17:30:41,整体评价：质感很好，包装设计感十足 口感味道：面要按照说明制作，2次煮，调料包建议逐次放，汤包干拌全放会咸，不是很满意腐竹的口感，不是常规腐竹炸制的豆香，比较小块的春卷皮质感。 下单预售极其漫长&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,口味:螺蛳粉3袋装
卢***1,2020-04-09 16:07:38,整体评价：吃过很多螺蛳粉，网购的实体店的都有尝试，贵的便宜的好吃的难吃的都吃过，这属于一般的。 胀包问题：暂无 口感味道：辣油全放进去了也不辣。米粉太胶，久煮不烂，吃到嘴里满满的胶感。盐分过高，吃完之后扁桃体肿大严重。腐竹花生比较新鲜。整体不做推荐。,口味:螺蛳粉3袋装
4***王,2020-04-11 19:49:18,抱着试一试的心态买的螺蛳粉。预售的时间很长，但是吃到后感觉很值得！米粉放入锅中煮8分钟慢慢变得晶莹剔透，打开锅盖，一股米香沁入鼻尖，锅边有一层薄薄的白色米糊。配料也都新鲜醇香。入口q弹，米粉还带有丝丝香甜，吃的时候有一股淡淡的清香，似兰花的清幽，萦绕口鼻。,口味:螺蛳粉3袋装
刘***行,2020-04-10 08:46:57,吃过好欢螺，柳X人家，跟风试试网红款，坦白说绝对不会二次回购，粉太少还比其他家细，配菜比较充实，但是整体味道也一般，是比较清淡，但是也很不入味，李子柒找合作商之前请严格把关产品品质，不然真的对不起你的粉丝！顿时粉转黑！！！而且居然等了一个多月！,口味:螺蛳粉3袋装
m***l,2020-04-11 21:02:06,等了三十五天的螺蛳粉，跟之前买的其他品牌比起来，材料真的很新鲜，每一个都是包装完美完好，螺蛳粉虽然没什么特别的，但是组合在一起真的很好吃，也是很大一份，很满足。三十五天的等待，值得，只是后悔没有多买一点！,口味:螺蛳粉3袋装
t***6,2020-04-12 19:33:35,等了一个月终于到了，前面抖音各种螺蛳粉，加上上次去南宁没有吃成，所以买来试试，那个酸笋是有点臭所以直接没放，其他都放了，也没有添加其他东西，就是想尝尝怎么样，味道还是很不错的，汤底挺好喝挺浓烈的，米粉很劲道，吃起来挺爽，就是米粉的量有点少，像花生，豆角中规中矩吧，没什么特别的，腐竹可以，就汤跟粉真的不错，值得购买，下次换换其他家的尝尝，做个对比,口味:螺蛳粉3袋装
t***3,2020-04-04 16:00:27,包装品质：无破损，细节到位，包装袋结实安全 新鲜度：不得不说新鲜度超级赞，无论竹笋酸豆角花生豆腐皮汤包辣油都很新鲜（吃过很多其他牌子的豆角竹笋花生等配料真心比不上李子柒的新鲜） 口感味道：因人而异，不过，是我最爱！份量很足！吃完还想吃的欲望，回味无穷吧～粉滑溜爽口，个人认为比好欢螺螺霸王等都新鲜，味道更抓住我的胃。 整体评价：已经推荐给很多朋友了。 实话实说，我只后悔买少了，因为疫情等得值～ 我会一如既往支持李子柒，愿越来越好,口味:螺蛳粉3袋装
s***3,2020-04-09 19:29:05,可可可！非常可！配菜足！分量大！一个人吃的话，撑撑的，完全没有想象中辣种臭臭的味道，另外卖家有赠送鼠标垫，哈哈哈哈哈，也是很贴心咯！三十七天的等待也是值得啦，到货后又买了一箱，预计正好能续上！,口味:螺蛳粉3袋装
林***i,2020-04-10 19:46:43,粉的量刚好适合，配料超级多！加上火腿肠和青菜，味道很好哦！ 整体评价：不错 包装品质：调料包好撕开 口感味道：好吃 新鲜度：日期超级新鲜,口味:螺蛳粉3袋装
s***9,2020-04-05 12:53:26,口感味道：非常好，等了近一个月，很值得。 新鲜度：很新鲜，很好煮。,口味:螺蛳粉3袋装
o***0,2020-04-10 14:56:23,有些淡淡的不是很臭超级难买的螺蛳粉终于收到了，超级期待，拿到手的日期很新鲜 ，外包装很中国风，超精致，食欲满满的颜色，一包的分量很足，配料齐全，有豆角、笋、腐竹（分量很惊喜）、花生碎、油包、醋包，还有李子柒家秘制的汤包，汤包很浓郁，不是很臭，很适合没有吃过螺蛳粉的人，粉条也很爽滑，不易断，吃起来很有劲道。花生米很大颗，也很香，腐竹脆脆的，辣度可以看标识，看着放，也太贴心了吧，吃起来很香很鲜很好吃，嗦粉真的好爽，下次活动还要买买买~,口味:螺蛳粉3袋装
v***去,2020-04-11 15:21:24,超级难买的螺蛳粉终于收到了，超级期待，拿到手的日期很新鲜 ，外包装很中国风，超精致，食欲满满的颜色，一包的分量很足，配料齐全，有豆角、笋、腐竹（分量很惊喜）、花生碎、油包、醋包，还有李子柒家秘制的汤包，汤包很浓郁，不是很臭，很适合没有吃过螺蛳粉的人，粉条也很爽滑，不易断，吃起来很有劲道。花生米很大颗，也很香，腐竹脆脆的，辣度可以看标识，看着放，也太贴心了吧，吃起来很香很鲜很好吃，嗦粉真的好爽，下次活动还要买买买~,口味:螺蛳粉3袋装
h***4,2020-04-04 10:42:09,整体评价：现在的天气真的很适合吃螺蛳粉，超级无敌酸爽。买之前也买过其他牌子的螺蛳粉，但是对比之后，更加肯定子柒的味道，子柒的螺蛳粉深得我心！会继续回购～ 胀包问题：没有出现胀包 包装品质：保障可以说是里三层外三层的 口感味道：酸辣爽 新鲜度：日期都比较新鲜,口味:螺蛳粉3袋装
大***希,2020-04-08 18:42:09,一如既往的好吃，第一次吃就深深爱上酸笋味，隔一天必须吃一包，哈哈，希望以后多搞点活动 整体评价：满意，一吃就戒不掉 胀包问题：无 包装品质：包装很好，看起图片就想吃 口感味道：深爱酸笋味 新鲜度：腐竹很脆,口味:螺蛳粉3袋装
段***妮,2020-04-08 18:20:33,终于收到了，满怀欣喜赶紧煮一包，李子柒家的螺蛳粉一直以来料给的很足，辣度也是我能接受的，大爱🥰❤️，以前不怎么爱吃螺蛳粉的家人们被我带动的也爱上这个味道，嘻嘻😁。不错，以后还会光顾，希望多多推出优惠活动😇,口味:螺蛳粉3袋装
l***1,2020-04-11 10:30:03,真的是网购这么多年等的最久的一次快递。 作为一个北方妹子第一次吃螺狮粉，实话实说对味道真的一点都不反感呢，首先包装很完美，没有胀包，破包现象；粉的口感很适中，就算煮泡时间长了也不会有那种软烂的口感，配料包很丰富，特别喜欢里面的花生跟腐竹，腐竹喜欢干吃 脆脆的！一包螺狮粉的分量很足，满足大胃口的妹子。一次满意的购物。五星推荐。,口味:螺蛳粉3袋装
t***1,2020-04-12 15:10:47,终于等到你&hellip;还好我没退款，骨灰级买家了，年货节吞少了，疫情原因，导致螺狮粉都脱销了。先解解馋，等活动,口味:螺蛳粉3袋装
徐***姐,2020-04-09 15:21:49,整体评价：等了32天 终于到了太感人了！ 胀包问题：无 包装品质：很喜欢的风格 很严实 口感味道：还没有吃但是隐隐约约能感受到一点点味道嘿嘿 新鲜度：绝对啊！一周之前刚刚生产的,口味:螺蛳粉3袋装
阳***r,2020-04-12 21:23:09,整体评价：相当满意的一次购物，会推荐朋友买。 包装品质：包装有美感，让人流口水。 口感味道：口感酸滑，香辣可口 新鲜度：花生米，腐竹鲜脆,口味:螺蛳粉3袋装
时***芒,2020-04-08 10:59:28,超棒的，各种料包足，米粉也正宗，把料包全部放下锅里煮，味道刚刚好，挺正宗的，确认过了是味蕾的享受呀呀呀！谢谢你们那么用心做一道美食。不过真的还是想吐槽一下这个时间是真的长，为了美味等待了好长的时间,口味:螺蛳粉3袋装
格***e,2020-04-10 21:39:49,买的是预售的，足足等了一个多月呢！还好没有让我失望！一大包，配料好多，腐竹超级多，还有上我吃都吃不完的花生米，满满的大一碗够吃，以前吃过别的螺蛳粉好大一股酸臭味，这个有点点酸臭味，吃起来真的是绝了👍️👍️👍️👍️真不愧是李子柒家螺蛳粉！还有还送了个鼠标垫呢！谢谢卖家！,口味:螺蛳粉3袋装
l***萍,2020-04-02 10:09:31,包装品质：包装好好看！！！好有特色，好喜欢！吃完一包之后特意拍了包装图 口感味道：味道很好，个人口味偏重，感觉李子柒家的就很适合我自己，吃起来很香，对比朋友从柳州带回来的螺蛳粉，感觉李子柒家的更入味，更好吃。就是粉有点少，吃不够。 整体评价：整体很满意，不管是包装还是口感，都很喜欢。 新鲜度：日期很新，毕竟都是预售，说到这就得抱怨一句！真的太火了，所以要等好久，等的人好馋啊！但是我觉得美味值得等待。 胀包问题：没有发现肿包问题,口味:螺蛳粉3袋装
西***1,2020-04-09 17:19:30,整体评价：材料很足 胀包问题：没发现胀包问题 包装品质：包装严密 口感味道：酸辣，怕辣的朋友油包不要放那么多，几滴即可！粉条可以再煮多几分钟，会更软！配料很足，花生腐竹酸豆角都很多！ 新鲜度：日期很新鲜！,口味:螺蛳粉3袋装
苏***叶,2020-04-11 19:02:40,#入会柒家享好礼#首先说说包装，这个纸盒子真的爱了！每次买柒家产品都很喜欢包装！我都舍不得扔！然后送了鼠标垫，感觉每次买柒家产品都会送小礼物。鼠标垫很好看质量也好。螺蛳粉好大一包！我还没吃！吃了追评一下味道怎么样给小伙伴们！,口味:螺蛳粉3袋装
暖***0,2020-04-13 22:17:24,本着李子柒来的，等了差不多一个多月，真的要放弃了，然后到货立刻吃了，还是很好吃的，臭味没有那么臭，料也挺足的，我煮的时候水放的少了，所以吃起来稍微有点咸，但是整体还是非常好吃的，汤都喝了哈哈，一点也不会觉得油腻，对了还送了一个鼠标垫，质量还是不错的，弥补了等待这么久，继续加油李子柒,口味:螺蛳粉3袋装
暗***c,2020-04-06 14:45:51,整体评价：由于是第一次购买所以我选择了汤粉，用勺子舀汤和腐竹和粉一起吃，满足又美味，一次就让我爱上了，哈哈哈哈 胀包问题：没有胀包和漏气 包装品质：包装简洁漂亮，很有中国风的味道，很大一包，里面有粉、腐竹、菜、笋、汤、花生、醋、油七个小包，既干净又卫生 口感味道：米粉很Q弹，腐竹也很脆，花生米也好香，菜也很好吃，辣椒油也很棒，坐标重庆，是我的口味没错了，也没我想象的那么臭 新鲜度：非常新鲜，看日期是4月1日才生产的,口味:螺蛳粉3袋装
l***6,2020-04-12 12:52:34,等了一个多月，终于收到了李子柒的螺蛳粉，38活动平均不到十块，当然还有更多便宜的活动，没赶上，试了下味道，我最近买了三个牌子的螺蛳粉，这个的粉是最好吃的，我觉得辣油还是有点辣，下次少放一点，口味比其他的偏淡，适合广州口味,口味:螺蛳粉3袋装
纯***d,2020-04-09 14:31:09,整体评价：好吃 胀包问题：无 包装品质：干净卫生 口感味道：好吃不辣，粉要多煮一会儿，料包充足，能吃饱 新鲜度：非常新鲜,口味:螺蛳粉3袋装
伪***2,2020-04-09 09:32:21,这个真的是等了很久呀&hellip;&hellip;疫情在家刷微博 螺蛳粉上了热搜  立马打开淘宝下了单  包装挺大一包的 份量也很足  我吃一包完全够饱  我另外加了点菜和虾滑 很ok  花生非常的香  因为吃不了太辣 就放了半包辣油 这个笋没有想象中那么臭还是可以接受滴哈哈哈,口味:螺蛳粉3袋装
啊***七,2020-04-12 12:55:00,包装品质：包装挺好的 分装很赞 口感味道：味道还不错，但是辣油容易呛着 整体评价：值得购买 感觉不是特别臭臭的 能接受，还是好吃的 新鲜度：虽然等得久，但是还挺新鲜的 花生米也是属于好吃的那种 胀包问题：无胀包,口味:螺蛳粉3袋装
熊***8,2020-04-10 12:07:10,等了整整一个月，终于收到螺蛳粉了。已经吃完三包了，个人觉得口味有点重，吃完很久都觉得口干要喝水。口味轻的小伙伴建议多加点水，不然就少放点料包，还有辣椒油真的好辣啊。整体味道还是不错的。,口味:螺蛳粉3袋装
v***i,2020-04-11 15:56:41,李子柒的螺蛳粉，我是3月7号下的单，4月11号才收到，我能理解在疫情影响所以做工也慢，收到的时候还送了鼠标垫，总之还是很贴心的，中午做了螺蛳粉吃，不辣，味道还行，吃起来也没感觉到很臭，可能自己感觉不出来吧，,口味:螺蛳粉3袋装
9***c,2020-04-11 12:05:25,好喜欢吃里面的腐竹，笋也不会臭,口味:螺蛳粉3袋装
吴***7,2020-04-10 14:13:54,虽然久一点，但味道真的好，必须五分好评,口味:螺蛳粉3袋装
残***幕,2020-04-05 21:41:56,整体评价：包装袋上也有教怎么煮螺蛳粉，很棒，打开就是一股很浓郁的酸笋的臭臭的味道，包装都很好看，煮出来的粉软糯有嚼劲，辣包即使全放也是刚刚好，比较适合大众口味可以接受的辣度，醋包是特制的，不会很酸，但是又白醋的那种味道，煮完家里的螺蛳粉味道飘了几米远，哈哈哈哈，吃不了很辣的的还是蛮推荐的 胀包问题：无胀包 包装品质：包装很好看 口感味道：很好吃，辣度刚刚好，比较适合大众口味 新鲜度：小菜都是真空包装，倒出来无异味,口味:螺蛳粉3袋装
l***k,2020-04-10 11:08:19,等了整整一个月才吃到嘴儿 是真不容易 味道以我的口味来说没那么重 辣油也不辣 一般人都可以接受 但必须表扬这个料是真的足 尤其是炸腐竹 一到出来都成堆儿了 花生米也好吃很香 搞活动买还是合适的,口味:螺蛳粉3袋装
沉***丁,2020-04-13 12:30:12,这应该是我吃过的螺蛳粉里最好吃的！汤鲜可以喝，辣椒油很香，不是那种辣得胃疼上头的，腐皮和花生酥脆爽口，尤其是这个粉口感好嚼易消化，特别像我以前在长沙吃过的米粉，这是我吃其他品牌螺蛳粉没有尝到的口感。,口味:螺蛳粉3袋装
t***8,2020-04-10 12:27:03,等了一个多月!很值得! 和其他品牌比花生和腐竹更多，个人喜欢口感软一些，粉确实需要煮久一点。 整体评价：超值! 胀包问题：没有 包装品质：非常好，花生腐竹都是分开装的 口感味道：非常好 不吃辣所以不加辣油,口味:螺蛳粉3袋装
依***觅,2020-04-13 17:18:28,实不相瞒，一包螺蛳粉我吃了两顿，承包了午餐和晚餐✅粉的量。女生很👌 煮的时候感觉味道不是特别浓，第一次还加了酱油（后来加了两次水😂😂）后来发现，只要把所有配料都加完，味道是很香很够的～腐竹量真的超大～（小声的说，笋和木耳可以弄一个加料包吗哈哈哈超爱笋）,口味:螺蛳粉3袋装
0***9,2020-04-11 22:18:20,期待已久的螺蛳粉终于到了，迫不及待地煮了一袋。安装客服嘱咐的烹饪方法，把米粉下锅煮8-10分钟，然后捞起来备用，冷水沸腾后放入酱料和粉煮1分钟就完美上锅。味道真是浓郁的鲜美。满满的一碗好有满足感，最后吃光光了。回味无穷的螺蛳粉值得再次购买！,口味:螺蛳粉3袋装
0***0,2020-04-09 22:25:53,等了不记得多久才收到，里面料包超足的，自己加了几片生菜🥬，食欲不错的我竟然没有吃完，量很足，女生绝对够了！因为多年前试过网购螺狮粉被臭得有点阴影，这次抱着试试看的态度，出乎意料啊！不臭的！好吃！,口味:螺蛳粉3袋装
b***8,2020-04-08 07:36:15,活动时候买的，一共到手9包，应该还是挺划算的了，很大一包分量很足，收到时拿大箱子装我都有点吓到，只吃过这个牌子没有对比我觉得挺好吃的，本身不大能吃辣，辣油没有放完，很酸爽,口味:螺蛳粉3袋装
x***8,2020-04-12 07:40:20,一直听说柒家螺蛳粉不错，等了一个月终于到货了。料足味美，吃的时候并没有感觉到臭味，吃完略微有些臭味，不过可以接受。花生米和腐竹都很脆，油包比较辣，不能吃辣的少放，汤底很鲜，推荐购买。,口味:螺蛳粉3袋装
记***2,2020-04-03 14:06:06,包装品质：包装很得我心，外包装设计的是螺蛳房屋，里面一共8小袋，同一色系，而且很贴心的是淡黄色的是煮的时候放进去，橙色系的是煮熟以后放入的。油包很贴心的有量度，微辣中辣中辣，可以参考我下面的图片。 口感味道：粉，包装上写的是大米粉和玉米粉比例混合，口感不粘，很爽滑。辣油很香，菜包料很足，花生和腐竹也都还不错。 整体评价：我觉得很爽口，目前我吃到的螺蛳粉最好吃的两种，李子柒家的占一个。 新鲜度：挺新鲜的,口味:螺蛳粉3袋装
兔***3,2020-04-12 04:27:09,整体评价：非常好吃 没有那么强烈的味道 倒是真的很香 包装品质：黄色的一大袋 内容丰富 有质感  口感味道：螺蛳粉很q弹 辣油很香 不能吃辣的小伙伴适量投入,口味:螺蛳粉3袋装
l***亭,2020-04-10 21:39:04,包装品质：满满一包，包装精美 口感味道：初尝时没有什么感觉，越吃越觉得好吃。下次尝试干捞的吃法。我醋包是全加，辣椒油要根据自己喜爱辣的程度加  整体评价：满分100打分90 会回购 新鲜度：日期是4月份的 胀包问题：没有问题,口味:螺蛳粉3袋装
a***1,2020-04-10 11:47:04,整体评价：还行，但是没达到心理预期 口感味道：螺蛳汤感觉味道不是很好，有点小失落  新鲜度：配料包里的食材还是很不错的，酸笋必须有名字，好吃。,口味:螺蛳粉3袋装
王***7,2020-04-12 12:39:50,整体评价：好吃好吃，好吃到爆。。 胀包问题：没有。。 包装品质：当然是高大上了。。。 口感味道：相当美味啊。。巨好吃啊。。。太好吃了。。。我把汤汤也喝了呀。。 新鲜度：什么都好啊,口味:螺蛳粉3袋装
m***装,2020-04-13 23:49:22,汤底可以，辣椒油很辣，放了几滴就很辣了，这一包辣椒油能吃十几包了，不能吃辣的千万少放辣椒油，第一次放笋了，一打开料包，那个味道就传来了，😂，粉丝感觉偏少，只能当零食吃。第二次没放笋包，没有那个臭味了，基本能接受了。,口味:螺蛳粉3袋装
t***1,2020-04-08 20:46:24,等了好长时间，终于吃到小柒家的螺蛳粉，为此还放弃了其他几家柳州本地的牌子。包装还是比较好，还有鼠标垫作为小礼物，小柒的服务越来越精致。口味上比较平和，不燥，留有余地。挺好,口味:螺蛳粉3袋装
威***9,2020-04-11 21:07:56,整体评价：很亲民，还送了一个鼠标垫 包装品质：包装很好看，看着就很有食欲 口感味道：不是那种特别辣的，里面料很足，很好吃,口味:螺蛳粉3袋装
我***君,2020-04-11 22:19:36,整体评价：比较适合不吃辣的朋友 整体口味清淡 胀包问题：无 包装品质：包装完好 口感味道：口味偏清淡 新鲜度：还可以,口味:螺蛳粉3袋装
习***度,2020-04-12 20:18:25,三月份在梁笑笑直播间购买，因疫情影响，四月份才回来，期间还有发短信过来请耐心等待，等了好久的螺蛳粉，迫不及待拆包，里面还送了鼠标垫，按照步骤上面的做法，出来的口感很不错，里面的料包都很足，可以加入空心菜一起煮更好吃，俩个人吃是没问题的，汤汁很好喝。最主要产品日期都很新。下次会继续回购，希望这次不要等太久了哦😀,口味:螺蛳粉3袋装
瓜***9,2020-04-11 19:45:18,整体评价：非常不错  是适合在家里吃的螺蛳粉 包装品质：很好 很上档次 口感味道：非常清新的螺蛳粉 是特别清新的臭味  吃完不会满身臭味 新鲜度：虽然等了一个多月  但是是发货前三天生产的  日期是非常新的,口味:螺蛳粉3袋装
彦***8,2020-04-10 14:06:12,在直播间买的，价格还可以，是预售，到了迫不及待的尝了一包，包装很精美，调料包也多，但是腐竹有点碎，，一包煮了还有点多，口味的话还行，，，，看起来挺干净的，，，，粉条口感蛮好的,口味:螺蛳粉3袋装
t***2,2020-04-08 20:46:45,此用户没有填写评论!,口味:螺蛳粉3袋装
c***e,2020-04-08 23:26:45,整体评价：太赞啦！螺蛳粉的性价比很高，料是真的超足，吃到最后剩下的满满都是料～女生吃的也超饱！ 口感味道：辣度恰到好处，而且味道也不是很重，很喜欢～ 包装品质：包装也很优秀，李子柒的品牌做的很好！,口味:螺蛳粉3袋装
s***n,2020-04-02 19:13:30,包装品质：很漂亮很结实 口感味道：汤的味道属于鲜甜口味的，和柳州本地的味道不一样，但是更加符合大众的口味，因为柳州本地的螺蛳粉口味特别重，很多人一开始会不习惯。 整体评价：整体口感还是很棒的，虽然粉丝的量不多，但是配料很足，这次还送了一个鼠标垫，感觉有点莫名其妙&hellip;&hellip; 新鲜度：这次预售等了整整4周，我滴个亲娘，吃个粉太不容易了,口味:螺蛳粉3袋装
小***6,2020-04-08 13:35:52,整体评价：第一次买螺蛳粉，必须种草李子柒，等了很久，味道不错，一点也不臭 包装品质：包装很严密，超大一包 新鲜度：快递等了很久，日期新鲜，食材也很好 口感味道：粉粉劲道，花生很脆，好吃,口味:螺蛳粉3袋装
n***9,2020-04-10 19:22:16,粉的口感不错，有弹性，份量一个人吃也够了，辣椒全放稍微有点辣，红油，算比较正宗，豆腐皮的味道也不错，煮的时候放点黄豆芽个人感觉更好吃。包装也不错。就是发货慢慢慢慢，一直不发货。,口味:螺蛳粉3袋装
